	X	Runs	Mins	BF	X4s	X6s	SR	Pos	Dismissal	Inns	Opposition	Ground	Start.Date	Player	Country	Type	Overs	Mdns	Wkts	Econ	Source_Sheet
	9		28	16	6	3	293.75	7	not out	1	v New Zealand	Nottingham	05-Jun-13	Jos Buttler	England	Batting					Jos Buttler
	10	1	1	2	0	0	50	7	bowled	1	v Australia	Birmingham	08-Jun-13	Jos Buttler	England	Batting					Jos Buttler
	11	0	4	2	0	0	0	6	caught	1	v Sri Lanka	The Oval	13-Jun-13	Jos Buttler	England	Batting					Jos Buttler
	12	14	17	9	2	0	155.55	6	caught	1	v New Zealand	Cardiff	16-Jun-13	Jos Buttler	England	Batting					Jos Buttler
	13		-	-	-	-	-	-	-	2	v South Africa	The Oval	19-Jun-13	Jos Buttler	England	Batting					Jos Buttler
	14	0	7	1	0	0	0	7	bowled	2	v India	Birmingham	23-Jun-13	Jos Buttler	England	Batting					Jos Buttler
	15		-	-	-	-	-	-	-	2	v Ireland	Dublin (Malahide)	03-Sep-13	Jos Buttler	England	Batting					Jos Buttler
	16	75	85	65	5	3	115.38	7	caught	2	v Australia	Manchester	08-Sep-13	Jos Buttler	England	Batting					Jos Buttler
	17		-	-	-	-	-	-	-	1	v Australia	Birmingham	11-Sep-13	Jos Buttler	England	Batting					Jos Buttler
	18		72	48	5	2	135.41	7	not out	2	v Australia	Cardiff	14-Sep-13	Jos Buttler	England	Batting					Jos Buttler
	19	42	53	37	4	0	113.51	7	bowled	2	v Australia	Southampton	16-Sep-13	Jos Buttler	England	Batting					Jos Buttler
	20		31	24	1	1	141.66	8	not out	1	v Australia	Melbourne	12-Jan-14	Jos Buttler	England	Batting					Jos Buttler
	21	49	54	36	3	1	136.11	7	caught	1	v Australia	Brisbane	17-Jan-14	Jos Buttler	England	Batting					Jos Buttler
	22	4	17	8	0	0	50	7	bowled	1	v Australia	Sydney	19-Jan-14	Jos Buttler	England	Batting					Jos Buttler
	23	71	52	43	6	4	165.11	7	caught	1	v Australia	W.A.C.A	24-Jan-14	Jos Buttler	England	Batting					Jos Buttler
	24	5	17	9	0	0	55.55	7	caught	2	v Australia	Adelaide	26-Jan-14	Jos Buttler	England	Batting					Jos Buttler
	25	12	15	17	1	0	70.58	6	caught	2	v West Indies	North Sound	28-Feb-14	Jos Buttler	England	Batting					Jos Buttler
	26	0	1	1	0	0	0	6	caught	2	v West Indies	North Sound	02-Mar-14	Jos Buttler	England	Batting					Jos Buttler
	27	99	102	84	7	4	117.85	6	caught	1	v West Indies	North Sound	05-Mar-14	Jos Buttler	England	Batting					Jos Buttler
	28	9	11	5	1	0	180	4	caught	1	v Scotland	Aberdeen	09-May-14	Jos Buttler	England	Batting					Jos Buttler
	29		38	20	1	1	130	7	not out	1	v Sri Lanka	The Oval	22-May-14	Jos Buttler	England	Batting					Jos Buttler
	30	4	10	6	1	0	66.66	7	caught	2	v Sri Lanka	Chester-le-Street	25-May-14	Jos Buttler	England	Batting					Jos Buttler
	31		-	-	-	-	-	-	-	2	v Sri Lanka	Manchester	28-May-14	Jos Buttler	England	Batting					Jos Buttler
	32	121	102	74	11	4	163.51	7	run out	2	v Sri Lanka	Lord's	31-May-14	Jos Buttler	England	Batting					Jos Buttler
	33	21	53	24	1	0	87.5	7	run out	1	v Sri Lanka	Birmingham	03-Jun-14	Jos Buttler	England	Batting					Jos Buttler
	34	2	4	9	0	0	22.22	6	caught	2	v India	Cardiff	27-Aug-14	Jos Buttler	England	Batting					Jos Buttler
	35	42	66	58	3	0	72.41	6	bowled	1	v India	Nottingham	30-Aug-14	Jos Buttler	England	Batting					Jos Buttler
	36	11	37	24	0	0	45.83	6	lbw	1	v India	Birmingham	02-Sep-14	Jos Buttler	England	Batting					Jos Buttler
	37	49	45	40	5	2	122.5	6	run out	1	v India	Leeds	05-Sep-14	Jos Buttler	England	Batting					Jos Buttler
	38	21	21	21	1	1	100	6	bowled	2	v Sri Lanka	Colombo (RPS)	26-Nov-14	Jos Buttler	England	Batting					Jos Buttler
	39	7	19	14	0	0	50	7	bowled	1	v Sri Lanka	Colombo (RPS)	29-Nov-14	Jos Buttler	England	Batting					Jos Buttler
	40		46	37	9	0	148.64	7	not out	2	v Sri Lanka	Hambantota	03-Dec-14	Jos Buttler	England	Batting					Jos Buttler
	41	15	21	22	0	1	68.18	7	caught	1	v Sri Lanka	Colombo (RPS)	07-Dec-14	Jos Buttler	England	Batting					Jos Buttler
	42		1	1	0	0	200	7	not out	2	v Sri Lanka	Pallekele	10-Dec-14	Jos Buttler	England	Batting					Jos Buttler
	43	22	31	26	2	0	84.61	7	run out	2	v Sri Lanka	Pallekele	13-Dec-14	Jos Buttler	England	Batting					Jos Buttler
	44	23	30	23	2	0	100	7	caught	2	v Sri Lanka	Colombo (RPS)	16-Dec-14	Jos Buttler	England	Batting					Jos Buttler
	45	28	68	60	0	0	46.66	7	caught	1	v Australia	Sydney	16-Jan-15	Jos Buttler	England	Batting					Jos Buttler
	46		-	-	-	-	-	-	-	2	v India	Brisbane	20-Jan-15	Jos Buttler	England	Batting					Jos Buttler
	47	25	38	24	2	0	104.16	6	run out	1	v Australia	Hobart	23-Jan-15	Jos Buttler	England	Batting					Jos Buttler
	48	67	98	78	7	0	85.89	7	caught	2	v India	W.A.C.A	30-Jan-15	Jos Buttler	England	Batting					Jos Buttler
	49	17	20	22	3	0	77.27	7	caught	2	v Australia	W.A.C.A	01-Feb-15	Jos Buttler	England	Batting					Jos Buttler
	50	10	11	12	1	0	83.33	7	caught	2	v Australia	Melbourne	14-Feb-15	Jos Buttler	England	Batting					Jos Buttler
	51	3	8	7	0	0	42.85	7	caught	1	v New Zealand	Wellington	20-Feb-15	Jos Buttler	England	Batting					Jos Buttler
	52	24	19	14	4	0	171.42	7	caught	1	v Scotland	Christchurch	23-Feb-15	Jos Buttler	England	Batting					Jos Buttler
	53		28	19	6	1	205.26	7	not out	1	v Sri Lanka	Wellington	01-Mar-15	Jos Buttler	England	Batting					Jos Buttler
	54	65	75	52	6	1	125	7	caught	2	v Bangladesh	Adelaide	09-Mar-15	Jos Buttler	England	Batting					Jos Buttler
	55		-	-	-	-	-	-	-	2	v Afghanistan	Sydney	13-Mar-15	Jos Buttler	England	Batting					Jos Buttler
	56	129	105	77	13	5	167.53	6	caught	1	v New Zealand	Birmingham	09-Jun-15	Jos Buttler	England	Batting					Jos Buttler
	57	41	42	38	4	1	107.89	6	caught	2	v New Zealand	The Oval	12-Jun-15	Jos Buttler	England	Batting					Jos Buttler
	58	13	16	10	2	0	130	6	caught	1	v New Zealand	Southampton	14-Jun-15	Jos Buttler	England	Batting					Jos Buttler
	59		-	-	-	-	-	-	-	2	v New Zealand	Nottingham	17-Jun-15	Jos Buttler	England	Batting					Jos Buttler
	60	4	21	10	0	0	40	6	caught	2	v Australia	Southampton	03-Sep-15	Jos Buttler	England	Batting					Jos Buttler
	61	0	5	3	0	0	0	6	lbw	2	v Australia	Lord's	05-Sep-15	Jos Buttler	England	Batting					Jos Buttler
	62	1	4	2	0	0	50	6	run out	1	v Pakistan	Abu Dhabi	11-Nov-15	Jos Buttler	England	Batting					Jos Buttler
	63	11	10	10	1	0	110	5	bowled	1	v Pakistan	Abu Dhabi	13-Nov-15	Jos Buttler	England	Batting					Jos Buttler
	64		78	50	2	1	98	6	not out	2	v Pakistan	Sharjah	17-Nov-15	Jos Buttler	England	Batting					Jos Buttler
	65		68	52	10	8	223.07	4	not out	1	v Pakistan	Dubai (DICS)	20-Nov-15	Jos Buttler	England	Batting					Jos Buttler
	66	105	109	76	11	5	138.15	4	caught	1	v South Africa	Bloemfontein	03-Feb-16	Jos Buttler	England	Batting					Jos Buttler
	67		42	28	4	3	171.42	6	not out	2	v South Africa	Gqeberha	06-Feb-16	Jos Buttler	England	Batting					Jos Buttler
	68	0	3	1	0	0	0	4	caught	1	v South Africa	Centurion	09-Feb-16	Jos Buttler	England	Batting					Jos Buttler
	69	1	-	6	0	0	16.66	6	caught	1	v South Africa	Johannesburg	12-Feb-16	Jos Buttler	England	Batting					Jos Buttler
	70	0	3	1	0	0	0	6	bowled	1	v South Africa	Cape Town	14-Feb-16	Jos Buttler	England	Batting					Jos Buttler
	71	93	145	99	6	1	93.93	6	caught	2	v Sri Lanka	Nottingham	21-Jun-16	Jos Buttler	England	Batting					Jos Buttler
	72		-	-	-	-	-	-	-	2	v Sri Lanka	Birmingham	24-Jun-16	Jos Buttler	England	Batting					Jos Buttler
	73		-	-	-	-	-	-	-	2	v Sri Lanka	Bristol	26-Jun-16	Jos Buttler	England	Batting					Jos Buttler
	74		13	8	2	0	212.5	6	not out	2	v Sri Lanka	The Oval	29-Jun-16	Jos Buttler	England	Batting					Jos Buttler
	75	70	65	45	7	1	155.55	6	bowled	1	v Sri Lanka	Cardiff	02-Jul-16	Jos Buttler	England	Batting					Jos Buttler
	76		-	-	-	-	-	-	-	2	v Pakistan	Southampton	24-Aug-16	Jos Buttler	England	Batting					Jos Buttler
	77	4	11	5	0	0	80	6	run out	2	v Pakistan	Lord's	27-Aug-16	Jos Buttler	England	Batting					Jos Buttler
	78		65	51	7	7	176.47	4	not out	1	v Pakistan	Nottingham	30-Aug-16	Jos Buttler	England	Batting					Jos Buttler
	79	63	48	38	3	4	165.78	6	caught	1	v Bangladesh	Mirpur	07-Oct-16	Jos Buttler	England	Batting					Jos Buttler
	80	57	84	57	7	0	100	6	lbw	2	v Bangladesh	Mirpur	09-Oct-16	Jos Buttler	England	Batting					Jos Buttler
	81	25	34	26	3	0	96.15	6	bowled	2	v Bangladesh	Chattogram	12-Oct-16	Jos Buttler	England	Batting					Jos Buttler
	82	31	40	36	1	2	86.11	5	caught	1	v India	Pune	15-Jan-17	Jos Buttler	England	Batting					Jos Buttler
	83	10	16	9	1	0	111.11	6	stumped	2	v India	Cuttack	19-Jan-17	Jos Buttler	England	Batting					Jos Buttler
	84	11	19	15	1	0	73.33	5	caught	1	v India	Eden Gardens	22-Jan-17	Jos Buttler	England	Batting					Jos Buttler
	85	14	15	19	0	0	73.68	5	caught	1	v West Indies	North Sound	03-Mar-17	Jos Buttler	England	Batting					Jos Buttler
	86	0	7	7	0	0	0	6	caught	2	v West Indies	North Sound	05-Mar-17	Jos Buttler	England	Batting					Jos Buttler
	87	7	-	5	0	1	140	4	bowled	1	v West Indies	Bridgetown	09-Mar-17	Jos Buttler	England	Batting					Jos Buttler
	88	7	8	7	1	0	100	6	caught	1	v South Africa	Leeds	24-May-17	Jos Buttler	England	Batting					Jos Buttler
	89		81	53	7	0	122.64	6	not out	1	v South Africa	Southampton	27-May-17	Jos Buttler	England	Batting					Jos Buttler
	90	4	4	4	1	0	100	6	caught	1	v South Africa	Lord's	29-May-17	Jos Buttler	England	Batting					Jos Buttler
	91		-	-	-	-	-	-	-	2	v Bangladesh	The Oval	01-Jun-17	Jos Buttler	England	Batting					Jos Buttler
	92		76	48	2	2	127.08	6	not out	1	v New Zealand	Cardiff	06-Jun-17	Jos Buttler	England	Batting					Jos Buttler
	93		35	32	3	1	90.62	6	not out	2	v Australia	Birmingham	10-Jun-17	Jos Buttler	England	Batting					Jos Buttler
	94	4	16	7	0	0	57.14	6	caught	1	v Pakistan	Cardiff	14-Jun-17	Jos Buttler	England	Batting					Jos Buttler
	95		-	-	-	-	-	-	-	2	v West Indies	Manchester	19-Sep-17	Jos Buttler	England	Batting					Jos Buttler
	96		-	-	-	-	-	-	-	1	v West Indies	Nottingham	21-Sep-17	Jos Buttler	England	Batting					Jos Buttler
	97	2	5	4	0	0	50	6	bowled	1	v West Indies	Bristol	24-Sep-17	Jos Buttler	England	Batting					Jos Buttler
	98		-	35	5	0	122.85	5	not out	2	v West Indies	The Oval	27-Sep-17	Jos Buttler	England	Batting					Jos Buttler
	99		-	-	-	-	-	-	-	2	v West Indies	Southampton	29-Sep-17	Jos Buttler	England	Batting					Jos Buttler
	100	4	15	10	0	0	40	6	caught	2	v Australia	Melbourne	14-Jan-18	Jos Buttler	England	Batting					Jos Buttler
	101	42	-	32	5	0	131.25	6	caught	2	v Australia	Brisbane	19-Jan-18	Jos Buttler	England	Batting					Jos Buttler
	102		-	83	6	4	120.48	6	not out	1	v Australia	Sydney	21-Jan-18	Jos Buttler	England	Batting					Jos Buttler
	103	0	-	2	0	0	0	6	caught	1	v Australia	Adelaide	26-Jan-18	Jos Buttler	England	Batting					Jos Buttler
	104	21	-	25	1	1	84	6	caught	1	v Australia	Perth	28-Jan-18	Jos Buttler	England	Batting					Jos Buttler
	105	79	92	65	5	5	121.53	6	run out	1	v New Zealand	Hamilton	25-Feb-18	Jos Buttler	England	Batting					Jos Buttler
	106		30	20	2	3	180	6	not out	2	v New Zealand	Mount Maunganui	28-Feb-18	Jos Buttler	England	Batting					Jos Buttler
	107	29	31	23	3	1	126.08	6	caught	1	v New Zealand	Wellington	03-Mar-18	Jos Buttler	England	Batting					Jos Buttler
	108	0	4	2	0	0	0	4	caught	1	v New Zealand	Dunedin	07-Mar-18	Jos Buttler	England	Batting					Jos Buttler
	109		-	-	-	-	-	-	-	2	v New Zealand	Christchurch	10-Mar-18	Jos Buttler	England	Batting					Jos Buttler
	110	9	9	11	2	0	81.81	6	caught	2	v Australia	The Oval	13-Jun-18	Jos Buttler	England	Batting					Jos Buttler
	111		102	70	8	2	130	5	not out	1	v Australia	Cardiff	16-Jun-18	Jos Buttler	England	Batting					Jos Buttler
	112	11	-	12	0	1	91.66	4	caught	1	v Australia	Nottingham	19-Jun-18	Jos Buttler	England	Batting					Jos Buttler
	113		-	29	9	1	186.2	6	not out	2	v Australia	Chester-le-Street	21-Jun-18	Jos Buttler	England	Batting					Jos Buttler
	114		-	122	12	1	90.16	6	not out	2	v Australia	Manchester	24-Jun-18	Jos Buttler	England	Batting					Jos Buttler
	115	53	-	51	5	0	103.92	6	caught	1	v India	Nottingham	12-Jul-18	Jos Buttler	England	Batting					Jos Buttler
	116	4	-	7	0	0	57.14	6	caught	1	v India	Lord's	14-Jul-18	Jos Buttler	England	Batting					Jos Buttler
	117		-	-	-	-	-	-	-	2	v India	Leeds	17-Jul-18	Jos Buttler	England	Batting					Jos Buttler
	118		-	-	-	-	-	-	-	1	v Sri Lanka	Dambulla	10-Oct-18	Jos Buttler	England	Batting					Jos Buttler
	119	28	42	25	2	0	112	6	bowled	1	v Sri Lanka	Dambulla	13-Oct-18	Jos Buttler	England	Batting					Jos Buttler
	120		-	-	-	-	-	-	-	2	v Sri Lanka	Pallekele	17-Oct-18	Jos Buttler	England	Batting					Jos Buttler
	121		-	-	-	-	-	-	-	2	v Sri Lanka	Pallekele	20-Oct-18	Jos Buttler	England	Batting					Jos Buttler
	122	0	-	2	0	0	0	4	caught	2	v Sri Lanka	Colombo (RPS)	23-Oct-18	Jos Buttler	England	Batting					Jos Buttler
	123		1	1	1	0	400	6	not out	2	v West Indies	Bridgetown	20-Feb-19	Jos Buttler	England	Batting					Jos Buttler
	124	34	59	33	2	2	103.03	6	caught	2	v West Indies	Bridgetown	22-Feb-19	Jos Buttler	England	Batting					Jos Buttler
	125		-	-	-	-	-	-	-	-	v West Indies	St George's	25-Feb-19	Jos Buttler	England	Batting					Jos Buttler
	126	150	-	77	13	12	194.8	5	bowled	1	v West Indies	St George's	27-Feb-19	Jos Buttler	England	Batting					Jos Buttler
	127	23	-	36	1	0	63.88	6	caught	1	v West Indies	Gros Islet	02-Mar-19	Jos Buttler	England	Batting					Jos Buttler
	128		-	-	-	-	-	-	-	-	v Pakistan	The Oval	08-May-19	Jos Buttler	England	Batting					Jos Buttler
	129		66	55	6	9	200	5	not out	1	v Pakistan	Southampton	11-May-19	Jos Buttler	England	Batting					Jos Buttler
	130	0	4	2	0	0	0	5	caught	2	v Pakistan	Nottingham	17-May-19	Jos Buttler	England	Batting					Jos Buttler
	131	34	40	34	4	1	100	5	caught	1	v Pakistan	Leeds	19-May-19	Jos Buttler	England	Batting					Jos Buttler
	132	18	21	16	0	0	112.5	6	bowled	1	v South Africa	The Oval	30-May-19	Jos Buttler	England	Batting					Jos Buttler
	133	103	103	76	9	2	135.52	6	caught	2	v Pakistan	Nottingham	03-Jun-19	Jos Buttler	England	Batting					Jos Buttler
	134	64	66	44	2	4	145.45	4	caught	1	v Bangladesh	Cardiff	08-Jun-19	Jos Buttler	England	Batting					Jos Buttler
	135		-	-	-	-	-	-	-	2	v West Indies	Southampton	14-Jun-19	Jos Buttler	England	Batting					Jos Buttler
	136	2	8	2	0	0	100	5	caught	1	v Afghanistan	Manchester	18-Jun-19	Jos Buttler	England	Batting					Jos Buttler
	137	10	16	9	1	0	111.11	6	lbw	2	v Sri Lanka	Leeds	21-Jun-19	Jos Buttler	England	Batting					Jos Buttler
	138	25	60	27	2	0	92.59	6	caught	2	v Australia	Lord's	25-Jun-19	Jos Buttler	England	Batting					Jos Buttler
	139	20	17	8	1	2	250	6	caught	1	v India	Birmingham	30-Jun-19	Jos Buttler	England	Batting					Jos Buttler
	140	11	25	12	1	0	91.66	4	caught	1	v New Zealand	Chester-le-Street	03-Jul-19	Jos Buttler	England	Batting					Jos Buttler
	141		-	-	-	-	-	-	-	2	v Australia	Birmingham	11-Jul-19	Jos Buttler	England	Batting					Jos Buttler
	142	59	94	60	6	0	98.33	6	caught	2	v New Zealand	Lord's	14-Jul-19	Jos Buttler	England	Batting					Jos Buttler
	143	1	8	4	0	0	25	5	caught	2	v Australia	Manchester	11-Sep-20	Jos Buttler	England	Batting					Jos Buttler
	144	3	14	7	0	0	42.85	5	lbw	1	v Australia	Manchester	13-Sep-20	Jos Buttler	England	Batting					Jos Buttler
	145	8	32	20	0	0	40	5	caught	1	v Australia	Manchester	16-Sep-20	Jos Buttler	England	Batting					Jos Buttler
	146	2	14	4	0	0	50	5	lbw	2	v India	Pune	23-Mar-21	Jos Buttler	England	Batting					Jos Buttler
	147	0	5	3	0	0	0	5	bowled	2	v India	Pune	26-Mar-21	Jos Buttler	England	Batting					Jos Buttler
	148	15	28	18	2	0	83.33	5	lbw	2	v India	Pune	28-Mar-21	Jos Buttler	England	Batting					Jos Buttler
	149		107	70	7	14	231.42	4	not out	1	v Netherlands	Amstelveen	17-Jun-22	Jos Buttler	England	Batting					Jos Buttler
	150		-	-	-	-	-	-	-	2	v Netherlands	Amstelveen	19-Jun-22	Jos Buttler	England	Batting					Jos Buttler
	151		84	64	7	5	134.37	4	not out	2	v Netherlands	Amstelveen	22-Jun-22	Jos Buttler	England	Batting					Jos Buttler
	152	30	62	32	6	0	93.75	5	caught	1	v India	The Oval	12-Jul-22	Jos Buttler	England	Batting					Jos Buttler
	153	4	7	5	0	0	80	5	bowled	1	v India	Lord's	14-Jul-22	Jos Buttler	England	Batting					Jos Buttler
	154	60	129	80	3	2	75	5	caught	1	v India	Manchester	17-Jul-22	Jos Buttler	England	Batting					Jos Buttler
	155	12	14	12	1	0	100	5	caught	2	v South Africa	Chester-le-Street	19-Jul-22	Jos Buttler	England	Batting					Jos Buttler
	156	19	36	27	1	0	70.37	6	caught	1	v South Africa	Manchester	22-Jul-22	Jos Buttler	England	Batting					Jos Buttler
	157		-	-	-	-	-	-	-	-	v South Africa	Leeds	24-Jul-22	Jos Buttler	England	Batting					Jos Buttler
	158	29	47	34	2	0	85.29	6	caught	1	v Australia	Adelaide	17-Nov-22	Jos Buttler	England	Batting					Jos Buttler
	159	1	4	4	0	0	25	6	caught	2	v Australia	Melbourne	22-Nov-22	Jos Buttler	England	Batting					Jos Buttler
	160	36	78	42	4	0	85.71	5	caught	2	v South Africa	Bloemfontein	27-Jan-23	Jos Buttler	England	Batting					Jos Buttler
	161		154	81	8	3	116.04	5	not out	1	v South Africa	Bloemfontein	29-Jan-23	Jos Buttler	England	Batting					Jos Buttler
	162	131	190	127	6	7	103.14	5	caught	1	v South Africa	Kimberley	01-Feb-23	Jos Buttler	England	Batting					Jos Buttler
	163	9	14	10	1	0	90	5	caught	2	v Bangladesh	Mirpur	01-Mar-23	Jos Buttler	England	Batting					Jos Buttler
	164	76	103	64	5	2	118.75	5	caught	1	v Bangladesh	Mirpur	03-Mar-23	Jos Buttler	England	Batting					Jos Buttler
	165	26	51	24	0	0	108.33	6	lbw	2	v Bangladesh	Chattogram	06-Mar-23	Jos Buttler	England	Batting					Jos Buttler
	166	72	112	68	5	2	105.88	5	caught	1	v New Zealand	Cardiff	08-Sep-23	Jos Buttler	England	Batting					Jos Buttler
	167	30	35	25	4	0	120	5	bowled	1	v New Zealand	Southampton	10-Sep-23	Jos Buttler	England	Batting					Jos Buttler
	168	38	32	24	6	1	158.33	5	caught	1	v New Zealand	The Oval	13-Sep-23	Jos Buttler	England	Batting					Jos Buttler
	169	36	36	31	3	1	116.12	5	caught	1	v New Zealand	Lord's	15-Sep-23	Jos Buttler	England	Batting					Jos Buttler
	170	43	48	42	2	2	102.38	6	caught	1	v New Zealand	Ahmedabad	05-Oct-23	Jos Buttler	England	Batting					Jos Buttler
	171	20	11	10	1	1	200	4	bowled	1	v Bangladesh	Dharamsala	10-Oct-23	Jos Buttler	England	Batting					Jos Buttler
	172	9	21	18	1	0	50	5	bowled	2	v Afghanistan	Delhi	15-Oct-23	Jos Buttler	England	Batting					Jos Buttler
	173	15	14	7	2	1	214.28	6	caught	2	v South Africa	Wankhede	21-Oct-23	Jos Buttler	England	Batting					Jos Buttler
	174	8	6	6	1	0	133.33	5	caught	1	v Sri Lanka	Bengaluru	26-Oct-23	Jos Buttler	England	Batting					Jos Buttler
	175	10	33	23	1	0	43.47	5	bowled	2	v India	Lucknow	29-Oct-23	Jos Buttler	England	Batting					Jos Buttler
	176	1	10	7	0	0	14.28	5	caught	2	v Australia	Ahmedabad	04-Nov-23	Jos Buttler	England	Batting					Jos Buttler
	177	5	12	11	0	0	45.45	6	caught	1	v Netherlands	Pune	08-Nov-23	Jos Buttler	England	Batting					Jos Buttler
	178	27	39	18	3	1	150	5	run out	1	v Pakistan	Eden Gardens	11-Nov-23	Jos Buttler	England	Batting					Jos Buttler
	179	3	16	13	0	0	23.07	6	caught	1	v West Indies	North Sound	03-Dec-23	Jos Buttler	England	Batting					Jos Buttler
	180		52	45	4	3	128.88	6	not out	2	v West Indies	North Sound	06-Dec-23	Jos Buttler	England	Batting					Jos Buttler
	181	0	2	1	0	0	0	6	caught	1	v West Indies	Bridgetown	09-Dec-23	Jos Buttler	England	Batting					Jos Buttler
	182	52	84	67	4	0	77.61	5	caught	1	v India	Nagpur	06-Feb-25	Jos Buttler	England	Batting					Jos Buttler
	183	34	40	35	2	0	97.14	5	caught	1	v India	Cuttack	09-Feb-25	Jos Buttler	England	Batting					Jos Buttler
	184	6	13	9	0	0	66.66	6	bowled	2	v India	Ahmedabad	12-Feb-25	Jos Buttler	England	Batting					Jos Buttler
	185	23	28	21	1	1	109.52	6	caught	1	v Australia	Lahore	22-Feb-25	Jos Buttler	England	Batting					Jos Buttler
	186	38	62	42	0	2	90.47	6	caught	2	v Afghanistan	Lahore	26-Feb-25	Jos Buttler	England	Batting					Jos Buttler
	187	21	78	43	0	0	48.83	6	caught	1	v South Africa	Karachi	01-Mar-25	Jos Buttler	England	Batting					Jos Buttler
	188	37	59	32	3	1	115.62	5	caught	1	v West Indies	Birmingham	29-May-25	Jos Buttler	England	Batting					Jos Buttler
	189	0	9	8	0	0	0	5	bowled	2	v West Indies	Cardiff	01-Jun-25	Jos Buttler	England	Batting					Jos Buttler
	190		21	20	5	2	205	5	not out	2	v West Indies	The Oval	03-Jun-25	Jos Buttler	England	Batting					Jos Buttler
	1		29	21	1	3	195.23	6	not out	2	v India	Cardiff	16-Sep-11	Jonny Bairstow	England	Batting					Jonny Bairstow
	2	3	8	7	0	0	42.85	6	caught	2	v India	Hyderabad	14-Oct-11	Jonny Bairstow	England	Batting					Jonny Bairstow
	3	35	74	49	3	0	71.42	6	caught	1	v India	Delhi	17-Oct-11	Jonny Bairstow	England	Batting					Jonny Bairstow
	4		-	-	-	-	-	-	-	1	v India	Mohali	20-Oct-11	Jonny Bairstow	England	Batting					Jonny Bairstow
	5	9	-	19	1	0	47.36	6	bowled	1	v India	Wankhede	23-Oct-11	Jonny Bairstow	England	Batting					Jonny Bairstow
	6	2	8	7	0	0	28.57	6	caught	2	v India	Eden Gardens	25-Oct-11	Jonny Bairstow	England	Batting					Jonny Bairstow
	7	29	62	52	4	0	55.76	4	caught	1	v South Africa	Nottingham	05-Sep-12	Jonny Bairstow	England	Batting					Jonny Bairstow
	8		-	-	-	-	-	-	-	-	v Ireland	Dublin (Malahide)	08-May-15	Jonny Bairstow	England	Batting					Jonny Bairstow
	9		84	60	11	0	138.33	6	not out	2	v New Zealand	Chester-le-Street	20-Jun-15	Jonny Bairstow	England	Batting					Jonny Bairstow
	10	17	24	18	1	1	94.44	6	run out	1	v Australia	Manchester	08-Sep-15	Jonny Bairstow	England	Batting					Jonny Bairstow
	11	31	43	27	3	1	114.81	6	caught	2	v Australia	Leeds	11-Sep-15	Jonny Bairstow	England	Batting					Jonny Bairstow
	12	10	29	15	1	0	66.66	6	lbw	1	v Australia	Manchester	13-Sep-15	Jonny Bairstow	England	Batting					Jonny Bairstow
	13	3	13	6	0	0	50	5	caught	2	v Sri Lanka	Nottingham	21-Jun-16	Jonny Bairstow	England	Batting					Jonny Bairstow
	14		-	-	-	-	-	-	-	2	v Sri Lanka	Birmingham	24-Jun-16	Jonny Bairstow	England	Batting					Jonny Bairstow
	15		-	-	-	-	-	-	-	2	v Sri Lanka	Bristol	26-Jun-16	Jonny Bairstow	England	Batting					Jonny Bairstow
	16		50	27	3	0	107.4	5	not out	2	v Sri Lanka	The Oval	29-Jun-16	Jonny Bairstow	England	Batting					Jonny Bairstow
	17	22	26	28	1	0	78.57	5	caught	1	v Sri Lanka	Cardiff	02-Jul-16	Jonny Bairstow	England	Batting					Jonny Bairstow
	18	61	97	83	4	1	73.49	6	run out	2	v Pakistan	Leeds	01-Sep-16	Jonny Bairstow	England	Batting					Jonny Bairstow
	19	33	48	36	4	0	91.66	6	caught	1	v Pakistan	Cardiff	04-Sep-16	Jonny Bairstow	England	Batting					Jonny Bairstow
	20	0	5	3	0	0	0	4	run out	1	v Bangladesh	Mirpur	07-Oct-16	Jonny Bairstow	England	Batting					Jonny Bairstow
	21	35	87	53	1	0	66.03	4	caught	2	v Bangladesh	Mirpur	09-Oct-16	Jonny Bairstow	England	Batting					Jonny Bairstow
	22	15	30	18	1	0	83.33	4	bowled	2	v Bangladesh	Chattogram	12-Oct-16	Jonny Bairstow	England	Batting					Jonny Bairstow
